#	Amplitdue (cm)															Shallow Depth (cm)							"Special Amp Run, 10 cm right of step"
# Time	3.81	3.56	3.3	3.05	2.79	2.54	2.29	2.03	1.78	1.52	1.27	1.02	0.76	0.51	0.25	5.3	4.688	4.075	3.463	2.85	2.238	12.5	2.79
0.5	0.1209	0.0804	0.0678	0.1953	-0.0908	-0.1158	-0.1104	-0.0722	-0.0394	-0.0903	0.0076	-0.034	-0.0186	-0.0119	0.0016	0.0106	-0.1571	-0.0015	0.0534	0.0598	-0.1294	0.1092	-0.0154
0.5167	0.3158	0.092	0.1191	0.1738	-0.0549	-0.0777	-0.1064	-0.0675	-0.0145	-0.1059	0.0444	-0.0171	-0.018	0.0046	-0.0015	0.0035	-0.1544	-0.0191	0.0722	0.0725	-0.1072	0.0654	-0.0432
0.5333	1.0603	0.0936	0.1472	0.1191	-0.025	-0.0625	-0.0769	-0.0705	-0.013	-0.1076	0.0386	-0.0094	-0.0157	0.0151	-0.0189	-0.001	-0.1447	-0.0486	0.1131	0.0966	-0.0966	0.0186	-0.0452
0.55	1.0237	0.1002	0.1875	0.0671	-0.0174	-0.0424	-0.0622	-0.0584	-0.0382	-0.1069	0.0528	-0.004	-0.005	-0.0024	-0.0384	-0.0031	-0.1425	-0.0745	0.1367	0.1036	-0.0742	-0.0288	-0.0706
0.5667	0.4814	0.086	0.2349	0.0178	-0.0058	-0.0431	-0.0526	-0.042	-0.0366	-0.0983	0.0944	0.0059	-0.002	-0.0104	-0.0217	-0.0085	-0.1151	-0.0548	0.1653	0.0994	-0.0418	-0.0786	-0.1043
0.5833	0.3935	0.1019	0.3	-0.0814	0.0185	-0.0233	-0.0344	-0.0242	-0.0194	-0.0842	0.0975	0.0282	-0.0012	-0.0073	-0.0039	-0.0247	-0.0746	-0.0573	0.1985	0.0944	-0.0385	-0.1261	-0.1042
0.6	0.0401	0.1222	0.31	-0.1354	0.0442	-0.0084	-0.0444	-0.0172	-0.0423	-0.0647	0.0999	0.0402	0.0041	-0.0142	-0.0027	-0.0278	-0.0382	-0.0824	0.2171	0.0607	-0.009	-0.1582	-0.1023
0.6167	-0.1182	0.117	0.2738	-0.1603	0.0518	-0.0064	-0.0295	-0.0053	-0.0394	-0.036	0.1057	0.0283	0.0317	-0.0236	-0.0024	-0.0324	-0.0029	-0.0538	0.1956	0.0041	-0.011	-0.1832	-0.1026
0.6333	-0.115	0.139	0.1916	-0.1814	0.0837	-0.0253	-0.0089	0.0171	-0.0145	-0.0146	0.1093	0.0489	0.0417	-0.0183	-0.0013	-0.0336	0.0177	-0.0528	0.1377	-0.0404	-0.0437	-0.1948	-0.1017
0.65	-0.0743	0.1419	0.069	-0.1793	0.1345	-0.0351	-0.0162	0.0508	-0.0134	-0.0067	0.1129	0.046	0.019	-0.0086	-0.0008	-0.0424	0.0632	-0.0472	0.1593	-0.0796	-0.0433	-0.1966	-0.0956
0.6667	-0.0743	0.1275	-0.0621	-0.165	0.1719	-0.0168	-0.0368	0.0854	-0.0141	0.0352	0.0991	0.0511	0.0466	-0.0166	-0.0004	-0.045	0.0953	-0.0212	0.1253	-0.1094	-0.025	-0.1922	-0.0729
0.6833	-0.1142	0.1093	-0.1668	-0.1396	0.2096	-0.0062	-0.0313	0.1209	-0.0139	0.0862	0.0825	0.0815	0.0458	-0.0176	-0.0002	-0.0328	0.1113	-0.0367	0.0659	-0.1482	-0.0139	-0.1759	-0.0525
0.7	-0.1632	0.0793	-0.2145	-0.1127	0.2716	-0.006	-0.0248	0.159	-0.0029	0.1043	0.0458	0.0509	0.0221	-0.0272	-0.0002	-0.0336	0.1295	-0.0351	0.0399	-0.1658	0.0214	-0.1564	-0.0373
